Name	Start Date	Location	External URL
I Simposio Nacional de Cachaça	8/20/2023	Lavras, Brasil	https://www.dqi.ufla.br
International Conference on Sustainable Chemistry 2023	8/22/2023	Malang, Indonesia	https://icsc.um.ac.id/
International Conference on Artificial Intelligence in Agriculture, and Biomedical Sciences-23	8/22/2023	Dehradun, India	https://icaiabs23.geu.ac.in/
World Energy Strategies Congress and Exhibition-2023	8/20/2023	Istanbul, Türkiye	https://wesce.org/
The 19th International Conference on Advanced Data Mining and Applications	8/20/2023	Shenyang, China	https://adma2023.uqcloud.net/
International Conference on Intelligent Manufacturing and Robotics	8/21/2023	Taicang, Suzhou, China	https://www.xjtlu.edu.cn/en/conference/icimr
The 1st International Symposium on Education and AI Convergence	8/21/2023	Los Banos & Online, Philippines	https://iseac.upou.edu.ph/
SSESL Annual Sessions 2023	8/22/2023	Colombo, Sri Lanka	https://ssesl.lk/annual-sessions-2023/
International Conference on Electrical, Control and Computer Engineering 2023	8/21/2023	Kuala Lumpur, Malaysia	http://ee.ump.edu.my/inecce23/
IJCAI Workshops 2023	8/19/2023	Cape Town, South Africa	https://ijcai-23.org/calls-workshops/
Neuro-Symbolic Agents Workshop at IJCAI 2023	8/19/2023	Macao Special Administrative, Macao Special Administrative	https://nsa-wksp.github.io/
The Second Workshop of Artificial Intelligence for Time Series Analysis (AI4TS): Theory, Algorithms, and Applications	8/19/2023	Macau, China	https://ai4ts.github.io/ijcai2023
14th Multidisciplinary Workshop on Advances in Preference Handling (M-PREF23)	8/19/2023	Macau, China	https://sites.google.com/view/m-pref-2023/home
Ethics and Trust in Human-AI Collaboration: Socio-Technical Approaches	8/19/2023	Macau, China	https://sites.google.com/view/ethaics-2023
Economy of Muş in Different Dimensions	3/20/2023	Muş, Türkiye	http://none
2nd Workshop on the Interactions between Analogical Reasoning and Machine Learning @IJCAI-2023	8/19/2023	Macau, China	https://iarml2023-ijcai.loria.fr
7th International Conference on Business and Information Management	8/18/2023	Bangkok, Thailand	http://icbim.org/
2023 International Conference on Computational Linguistics and Natural Language Processing.	8/18/2023	Nanjing, China	http://clnlp.org
2023 International Conference on Frontiers of Artificial Intelligence and Statistics	8/18/2023	Nanjing, China	http://cfais.org
The 2023 5th International Conference on Blockchain Technology	8/18/2023	Guilin, China	http://www.icbct.org/
2023 International Conference on Power, Electrical and Communication Engineering (CPECE 2023)	8/18/2023	Dalian, China	http://www.cpece.net/
2023 International Conference on Electronics, Smart Grid and Renewable Energy (SGREE 2023)	8/18/2023	Dalian, China	http://www.sgree.net/
2023 2nd Asia Conference on Advanced Robotics, Automation, and Control Engineering (ARACE 2023)	8/18/2023	Chengdu, China	http://www.arace2023.net/
2023 2nd Asia Conference on Advanced Artificial Intelligence, Machine Learning and Man-machine Interaction (AIMLMI 2023)	8/18/2023	Chengdu, China	http://www.aimlmi.net/
International Conference On Engineering and Business Management 2023	8/19/2023	Kuala Lumpur, Malaysia	https://razak.utm.my/icebm/
Network Security Analysis for Cyberspace （DSC2023 workshop）	8/18/2023	Hefei, China	http://www.ieeedsc.org/2023/CallForNSAC.html
Multi-dimensional Data Association and inTelligent Analysis	8/18/2023	Hefei, China	http://www.ieeedsc.org/2023/CallForMDATA.html
Big Data and Business Analytics	8/18/2023	Hefei, China	http://www.ieeedsc.org/2023/CallForBDBA.html
Graph Representation Learning and its Applications	8/18/2023	Hefei, China	http://www.ieeedsc.org/2023/CallForGRLA.html
8th IEEE International Conference on Data Science in Cyberspace	8/18/2023	Hefei, China	http://dsc.pcl.ac.cn/2023/
Vulnerability Analysis and Adversarial Learning 2023	8/18/2023	HeFei, China	http://www.ieeedsc.org/2023/CallForVAAL.html
Big Data and Business Analytics Workshop in The 8th IEEE International Conference on Data Science in Cyberspace	8/18/2023	Hefei, China	http://www.ieeedsc.org/2023/CallForBDBA.html
Situation Awareness Analysis for Cyberspace Security 2023	8/18/2023	Hefei, China	http://www.ieeedsc.org/2023/CallForSAACS.html
SLaTE 2023 Workshop	8/18/2023	Dublin, Ireland	https://sites.google.com/view/slate2023
18th CCF Conference on Computer Supported Cooperative Work and Social Computing (ChineseCSCW 2023)	8/17/2023	Harbin, China	https://conf.scholat.com/ccscw/2023
4th International Conference on Electrical and Electronics Engineering	8/18/2023	Himachal Pradesh , India	https://iceee.in/
International Conference of Innovation in Mechanical & Civil Engineering 2023	8/18/2023	Pune, India	http://i-mace.pccoepune.com
The 4th International Clarity Workshop on Machine Learning Challenges for Hearing Aids	8/19/2023	Dublin, Ireland	https://claritychallenge.org/clarity2023-workshop/
First International Workshop on Search and Planning with Complex Objectives	8/19/2023	Macao, China	http://idm-lab.org/wiki/complex-objective/
ISCA SAC Doctoral Consortium 2023	8/19/2023	Dublin, Irland	http://www.isca-students.org/sacweb/index.php/about-us
Workshop on Applications of Computational Intelligence and Interactive Systems	8/18/2023	Tonk, India	https://www.waciis.in/
Limits and benefits of information-theoretic perspectives in spoken communication	8/19/2023	Dublin, Ireland	https://lbit2023.lst.uni-saarland.de/index.html
Hinweis Second International Conference on Advances in Electrical and Electronics Engineering	8/18/2023	Ooty, India	http://icaeee.thehinweis.com/2023/
Hinweis Second International Conference on Networking, Communication and Computing Technology	8/18/2023	Ooty, India	http://icncc.thehinweis.com/2023/
9th International Conference on Smart Computing and Communications	8/17/2023	Kochi, India	http://icscc.net
2023 7th International Conference On Computing, Communication, Control And Automation	8/18/2023	Pune, India	https://iccubea.pccoepune.com/
2023 12th International Conference on Advanced Computing (ICoAC)	8/17/2023	Chennai, India	http://www.icoac.mitindia.edu/
IJCAI 2023 Workshop on Deepfake Audio Detection and Analysis (DADA 2023)	8/18/2023	Macao, S.A.R, China	http://addchallenge.cn/dada2023
SMART AND INNOVATIVE DEVELOPMENT IN SCIENCE, ENGINEERING & TECHNOLOGY	8/16/2023	Durg, India	https://bitdurg.ac.in/SIDSET-23/
2023 ETNCC: 2023 International Conference on Emerging Trends in Networks and Computer Communications	8/16/2023	Windhoek, Namibia	https://etncc.nust.na/
International Research Conference of Uva Wellassa University – 2023	8/17/2023	Badulla, Sri Lanka	https://irc.uwu.ac.lk/
2023 IEEE International Conference on Fuzzy Systems	8/13/2023	Songdo Incheon, South Korea	http://fuzz-ieee.org/
1st International Conference on Blockchain and Machine Intelligence Applications	8/16/2023	Kolkata, India	http://icbmia.ikrf.in/index.php
GLOBAL JOINT CONFERENCE ON INDUSTRIAL ENGINEERING AND ITS APPLICATION AREAS 2023	8/14/2023	NEW YORK, USA	http://www.gjcie.org
6th International Conference on Engineering Professional Ethics and Education	8/15/2023	Kuala Lumpur, Malaysia	https://icepee.iium.edu.my/
International Conference on Computing, Electronics & Communications Engineering 2023 (iCCECE '23)	8/14/2023	Swansea, UK	http://iccece23.theiaer.org/
US-Ukraine Quantum Forum 2023	8/15/2023	Kharkiv, Ukraine	http://USUAqForum.github.io
International Conference on Mechanical, Automotive and Aerospace Engineering ICMAAE'23	8/14/2023	Kuala Lumpur, Malaysia	https://conference.iium.edu.my/icmaae/2023/
Technology of Oil & Gas and Sustainable Energy 2023	8/11/2023	Tripoli, Libya	http://TOGSE2023
2023 International Space Elevator Conference	8/12/2023	Chicago, United States	https://www.isec.org/events/isec2023
4th International Congress on Advances in Mechanical and Systems Engineering	8/12/2023	Dehradun, India	http://camse.in/
12th International Conference on Soft Computing for Problem Solving	8/11/2023	Roorkee, India	http://www.socpros2023.iitr.ac.in/
International Conference on Artificial Intelligence for Sustainable Development	5/27/2023	Lucknow, India	https://sites.google.com/view/aisd-2023
2023 International Conference on Industrial Electronics and Instrumentation	8/10/2023	Jeju Island, South Korea	http://www.icoiei.org
2023 International Symposium on Electronics, Communications and Control Engineering	8/10/2023	Jeju Island, South Korea	http://www.isecce.org
International Conference on Data Science and Knowledge Engineering	8/12/2023	Zhengzhou, China	http://www.icdske.com/
2023 IEEE 3rd International Conference on Sustainable Energy and Future Electric Transportation (SeFeT 2023)	8/9/2023	Bhubaneswar , India	https://sefet.in/
South African Conference for Artifical Intelligence Research 2023	4/12/2023	Johannesburg, South Africa	https://sacair.org.za/
Machine Learning for Healthcare 2023	8/11/2023	New York, USA	https://www.mlforhc.org/
INTERNATIONAL CONFERENCE ON Emerging Technologies in Engineering and Science (ICETES)	8/11/2023	KANCHIKACHERLA, INDIA	http://www.icetes.org/
International Conference on Optimization Techniques for Learning	7/12/2023	Bengaluru, India	https://icotl.in/
9th International Conference of Sabaragamuwa University of Sri Lanka	6/12/2023	Belihuloya, Sri Lanka	http://www.icsusl.sab.ac.lk/
Thailand Conference on Diversified Sciences	8/11/2023	Bangkok, Thailand	https://wrunion.org/tcods
International Conference on Computer Assisted Systems For Teaching & Learning Japanese 2023	8/10/2023	Ho Chi Minh, Viet Nam	https://castelj.cf/
International Conference on Circuit Power and Computing Technologies	8/10/2023	Kollam, India	http://www.iccpct.in
International Conference on Mathematics and Its Application	8/10/2023	Malang, Indonesia	http://icomathapp.fmipa.um.ac.id/
National Conference on Plant Sciences and Climate Change (PSCC)	8/9/2023	Sheringal, Upper Dir, Pakistan	https://sbbu.edu.pk/departments/botany/Conference.php
Innovation and Challenges in Computing and Innovative Technologies for Sustainable Future (ICCIT)	8/10/2023	Hanoi, Vietnam	http://iccit.buv.edu.vn
Mechanical Engineering and Emerging Technologies 2023	8/9/2023	Yogyakarta, Indonesia	https://meet-nconf.ft.ugm.ac.id/
29th ACM SIGKDD Conference on Knowledge Discovery and Data Mining, Tutorials	8/6/2023	Long Beach, CA, USA	https://kdd.org/kdd2023/
SIGKDD 2023 Workshop - Multi-Armed Bandits and Reinforcement Learning: Advancing Decision Making in E-Commerce and Beyond	8/6/2023	Long Beach, United States	https://sites.google.com/view/marblekdd-2023
2023 Construction Safety Conference	8/9/2023	Lawrence, USA	https://nccs.ku.edu/csc2023
KDD 2023 Workshop on Machine Learning in Finance	8/6/2023	Long Beach, USA	https://sites.google.com/view/kdd-mlf-2023
KDD Data Science for Social Good 2023	8/6/2023	Long Beach, California, USA	https://kdd-dssg.github.io/
International Workshop on Resource-Efficient Learning for Knowledge Discovery	8/6/2023	Long Beach, United States	https://ncsu-dk-lab.github.io/workshops/relkd@2023/
KDD2023 Student Travel Award	8/6/2023	Long Beach, CA, United States	https://kdd.org/kdd2023/
KDD 2023 Undergraduate Consortium	8/6/2023	Long Beach, CA, USA	https://kdd.org/kdd2023
Second Workshop on Knowledge Augmented Methods for NLP (KnowledgeNLP-KDD23)	8/6/2023	Los Angeles, United States	https://knowledge-nlp.github.io/kdd2023
WACV2024Workshops	7/1/2023	Hawaii, US	https://wacv2024.thecvf.com/
KDD2023 Workshop Proposals	8/6/2023	Long Beach, United States	https://kdd.org/kdd2023/
78th SWCS International Annual Conference	8/6/2023	Des Moines, Iowa, United States	http://www.swcs.org/23AC
2nd International Conference of Advanced Research on Renewable Energy for Universal Sustainability 2023	8/8/2023	Kuala Lumpur, Malaysia	https://arusinfiniti.com/arus2023/
2nd International Conference on INNOVATION IN MECHANICAL AND CIVIL ENGINEERING	8/18/2023	PUNE, INDIA	http://www.i-mace.pccoepune.com/
EvalRS 2023. Well-Rounded Recommender Systems For Real-World Deployments	8/5/2023	Long Beach, USA	https://reclist.io/kdd2023-cup
KU8Conf2023	8/6/2023	Ilorin, Nigeria	http://ku8.unilorin.edu.ng
The 3rd Workshop on Graph Learning Benchmarks	8/7/2023	Long Beach, USA	http://graph-learning-benchmarks.github.io
The KDD '23 Workshop on Robust NLP for Finance	8/7/2023	Long Beach, USA	https://robustfin.github.io/2023/
INNOVATIVE MANUFACTURING, MECHATRONICS & MATERIALS FORUM 2023	8/7/2023	PEKAN, MALAYSIA	https://im3f.ump.edu.my/index.php/en/
The 6th Workshop on e-Commerce and NLP	8/7/2023	Long Beach, United States of America	https://sites.google.com/view/ecnlp/home
International Conference on Artificial Intelligence: Theory and Applications	8/7/2023	Bangalore , India	https://scrs.in/conference/aita2023
International Conference on Gender Disparities	7/7/2023	Colombo, Sri Lanka	https://conf.kln.ac.lk/icgd/
2nd KDD Workshop on Uncertainty Reasoning and Quantification in Decision Making	8/7/2023	Long Beach, USA	https://charliezhaoyinpeng.github.io/UDM-KDD23/
2nd ACM SIGKDD Workshop on Ethical Artificial Intelligence: Methods and Applications	8/7/2023	Long Beach, USA	https://kdd.org/kdd2023/
KDD-23 Workshop on Decision Intelligence and Analytics for Online Marketplaces	8/6/2023	Long Beach, CA, USA	http://TBD
Causal Inference and Machine Learning in Practice: Use cases for Product, Brand, Policy and Beyond	8/7/2023	Long Beach, United States	https://causal-machine-learning.github.io/kdd2023-workshop/
2nd Workshop on End-End Customer Journey Optimization	8/7/2023	Long Beach, USA	https://sites.google.com/view/kdd-workshop-2023?usp=sharing&pli=1
KDD 2023 Southern California Data Science Day	8/7/2023	Long Beach, USA	https://kdd.org/kdd2023/
4th International Conferences on Robotics Automation and Non Destructive Evaluation (RANE2023)	8/7/2023	Chennai, India	https://hindustanuniv.ac.in/anro/rane-2023/rane.html
7th FoodTechno 2023	8/5/2023	Colombo-05, Sri Lanka	https://ifstsl.org/foodtechno/
The 1st International Conference on Renewable Solutions for Ecosystems: Towards a Sustainable Energy Transition	5/6/2023	Djelfa, Algeria	http://www.univ-djelfa.dz/icrsetoset/
International Symposium on Frontiers of Research in Speech and Music	8/4/2023	Surat, India	https://svnit.ac.in/conference/frsm2023/hit/index.html
International Conference on Mathematics and Science Education 2023	8/4/2023	Malang, Indonesia	http://icomse.fmipa.um.ac.id
International Conference on Academic Libraries	5/4/2023	DELHI, INDIA	https://crl.du.ac.in/ical2023/index.htm
Canadian Conference on Computational Geometry	8/2/2023	Montreal, Canada	https://wadscccg2023.encs.concordia.ca/
32 Simposio Internacional de Estadística 2023	7/31/2023	Ibagué, Colombia	http://www.simposioestadistica.unal.edu.co
4th International Conference on Innovations in Info-business & Technology (ICIIT 23)	4/16/2023	Colombo , Sri Lanka	https://iciit.iit.ac.lk/
Perspectives in Nonlinear Dynamics 2023	8/1/2023	Chennai, India	https://web.iitm.ac.in/ccsd/workshops/pnld23
Nigeria Annual International Conference and Exhibition 2023	7/31/2023	LAGOS, NIGERIA	https://www.naice.spenigeriacouncil.org
PREMIA Best Student Paper Challenge 2023	8/1/2023	Singapore, Singapore	http://www.premiasg.org
ICMA Music Showcase: Latin America	7/15/2023	Santiago, Chile	https://icmala2023.github.io/
2023 International Conference on Biomimetic Intelligence and Robotics	7/28/2023	Zunyi, Guizhou, China	https://icbir-2023.github.io/
AAP DATAIA Prolongations Contrats Doctoraux 2023	4/20/2023	Palaiseau, France	http://dataia.eu
2nd International Conference on Recent Development in Science, Technology, Engineering & Management	3/24/2023	Bengaluru, Karnataka, India	https://icrdstem2023.uttunga.tech/
2023 Health Informatics and Medical Systems	1/31/2023	Las Vegas, United State	https://himscsce.org/hims23/
2023 International Conference on Smart Transportation and Future Mobility	7/28/2023	Changsha, China	http://www.cstfm.org
2023 International Conference on Transport and Smart Cities	7/28/2023	Changsha, China	http://www.icotsc.org
2023 IEEE World Conference on Applied Intelligence and Computing	7/29/2023	Sonbhadra, India	https://aic2023.scrs.in/
IEEE International Conference on Computational Photography 2023	7/28/2023	Madison, WI, USA	https://iccp2023.iccp-conference.org/
2023 Asia Conference on Algorithms, Machine Learning and Information Technology (AMLIT 2023)	7/28/2023	Nanjing, China	http://www.amlit.net/
2023 Asia Conference on Soft Computing and Natural Language Processing (SCNLP 2023)	7/28/2023	Nanjing, China	http://www.scnlp.net/
Chinese Scholars Association for Management Science and Engineering	7/29/2023	Shenzhen, China	https://sds.cuhk.edu.cn/csamse2023
2023 6th International Conference on Data Mining and Big Data Analytics (DMBDA 2023)	7/28/2023	Shanghai, China	http://www.dmbda.net/
2023 6th International Conference on Data Science and Information Technology (DSIT 2023)	7/28/2023	Shanghai, China	http://www.dsit2023.net/
2023 Faculty Research Awards	2/1/2023	New York, United States	http://cmt3.research.microsoft.com/JPMFRA2023
Proposal 2023-1	7/20/2023	Pelotas, Brazil	https://wp.ufpel.edu.br/notcc/
Futuristic Trends in Networks and Computing Technologies (FTNCT-2023)	7/29/2023	Chandigarh, India	http://www.ftnct.com/index.php
2023 International Conference on SmartRail, Traffic and Transportation Engineering	7/27/2023	Changsha, China	http://www.icstte.org
2023 5th International Conference on Pattern Recognition and Intelligent Systems	7/27/2023	Shenyang, China	https://pris2023.org/
ICML Workshops 2023	7/28/2023	Honolulu, United States	https://icml.cc/Conferences/2023/CallForWorkshops
RAIL-IRIS ICML-RSS Paper Swap 2023	7/23/2023	Berkeley, CA, United States	http://rail.eecs.berkeley.edu/
ICML2023 Workshop on Counterfactuals in Minds and Machines	7/28/2023	Hawaii, USA	https://sites.google.com/view/counterfactuals-icml
ICML 2023 TEACH Conversational AI Workshop	7/28/2023	Hawaii, United States	https://sites.google.com/view/teach-icml-23/home
2023 CFRI&CIRF Joint Conference	7/27/2023	Shanghai, China	https://cirforum.org/cirf2023/forum.php
The 2023 ICML Workshop on Computational Biology	7/28/2023	Honolulu, USA	https://icml-compbio.github.io
High-dimensional Learning Dynamics	3/27/2023	Honolulu, Hawaii, United States	https://sites.google.com/view/hidimlearning
AdvML Rising Star Award 2023	7/28/2023	Honolulu, United States of America	https://advml-frontier.github.io/
1st Workshop on Generative AI and Law (at ICML '23)	7/28/2023	Honolulu, United States	https://genlaw.github.io
ICML Workshop on Knowledge and Logical Reasoning in the Era of Data-Driven Learning	7/28/2023	Honolulu, Hawaii, USA	https://klr-icml2023.github.io/
ICML 2023 Workshop on Machine Learning for Astrophysics	7/29/2023	Honolulu, Hawai'i, USA	https://ml4astro.github.io/icml2023/
ICML 2023 Workshop on Machine Learning for Multimodal Healthcare Data	7/29/2023	Honolulu, Hawaii, USA	https://icml.cc/Conferences/2023/Schedule?showEvent=21474
International Conference on Data Science and Network Security	7/28/2023	TIPTUR, INDIA	https://icdsns.co.in/
International Conference on Multidisciplinary Research and Innovations in Engineering	7/28/2023	Gurugram, India	https://www.krmangalam.edu.in/conference-detail/international-conference-on-multidisciplinary-research-and-innovations-in-engineering-mrie-2023/431
29th International Colloquium on the Dynamics of Explosions and Reactive Systems	7/23/2023	Siheung, Korea	https://www.icders2023.co.kr/
International Symposium on Securing Next-Generation Systems using Future Artificial Intelligence Technologies (SNSFAIT-2023)	7/28/2023	Delhi, India	https://cse.mait.ac.in/index.php/cse/international-symposium/9-pages/958-international-symposium-on-securing-next-generation-
6th International Conference on the Humanities 2023	7/27/2023	Kelaniya, Sri Lanka	https://conf.kln.ac.lk/ich/
The 26th Meeting on Image Recognition and Understanding	7/25/2023	Hamamatsu, Japan	http://cvim.ipsj.or.jp/MIRU2023/
2nd Workshop on Formal Verification of Machine Learning	7/28/2023	Honolulu, United States	https://www.ml-verification.cc/
2023 Workshop on Quantum Artificial Intelligence	7/27/2023	Naples, Italy	https://quasar.unina.it/qai2023.html
2023 7TH INTERNATIONAL CONFERENCE ON LINGUISTICS AND LITERATURE	7/25/2023	VIENNA, AUSTRIA	http://icll.org/
2023 7th International Conference on Culture and History	7/25/2023	Vienna, Austria	http://icch.org/
The 2023 International Conference on Security and Management	7/24/2023	Las Vegas, USA	http://sam.udmercy.edu/sam23
The SIGIR '23 Workshop on Knowledge Discovery from Unstructured Data in Financial Services (KDF)	7/27/2023	Taipei, Taiwan	http://kdf-workshop.github.io/kdf23
Mini Conference on Technical English Writing and Presentation	7/13/2023	Tokyo, Japan	http://kyoumu.office.uec.ac.jp/syllabus/2023/33/33_25322101.html
Scientific Research Workshop 2023	7/25/2023	Natal, Brazil	http://www.natalnet.br/wpc2023-1/
RESNA 2023 Annual Conference	7/24/2023	United States	https://www.resna.org/Events/Annual-Conference
18th International Conference on Machine Vision Applications	7/23/2023	Hamamatsu, Japan	http://www.mva-org.jp/mva2023/
2023 Asia Conference on Smart Grids and Sustainable Energy Systems (SGSES 2023)	7/21/2023	Qingdao, China	http://www.sgses.net/
2023 Asia Conference on Power, Energy Engineering and Computer Technology (PEECT 2023)	7/21/2023	Qingdao, China	http://www.peect.net/
2023 3rd International Conference on Artificial Intelligence, Automation and Algorithms (AI2A 2023)	7/21/2023	Beijing, China	http://www.icai2a.net/
Society for the Advancement of Biology Education Research (SABER) 2023 National Meeting	7/20/2023	Minneapolis, MN, USA	https://saberbio.wildapricot.org/Future-SABER-Meetings
2023 International Conference On Robotics, Control And Vision Engineering	7/21/2023	Tokyo, Japan	https://www.rcve.org/
2023 3rd International Conference on Communications, Networking and Machine Learning (CCNML 2023)	7/21/2023	Beijing, China	http://www.ccnml.net/
CSIG Symposium on 3D Images 2023	7/21/2023	Nanjing, China	http://csig3d.org.cn/
High-throughput Vision based Phenotyping (HTVP’23)	7/21/2023	Jodhpur, India	https://sites.google.com/view/htvp2023/home
First Workshop on Contactless Hand Biometrics and Gesture Recognition	7/21/2023	Jodhpur, India	https://sites.google.com/students.iitmandi.ac.in/ncviprig-workshop
2023 International Conference on Materials Science and Engineering	7/20/2023	Taizhou, Jiangsu, China	http://www.icomse.org
2023 International Conference on Smart Materials and Surfaces	7/20/2023	Taizhou, Jiangsu, China	http://www.icosms.org
2023 International Conference on Material Engineering and Advanced Manufacturing Technology	7/20/2023	Taizhou, China	http://www.meamt.org
2023 International Conference on Service Robotics	7/20/2023	Shanghai, China	http://www.iwosr.org
CAAI International Conference on Artificial Intelligence 2023	7/21/2023	Beijing, China	https://cicai.caai.cn/
The 36th International Conference on Industrial, Engineering & Other Applications of Applied Intelligent Systems	7/19/2023	Shanghai, China	http://www.ieaaie2023.com
National Conference on Emerging Trends in Electrical and Electronics Applications	7/21/2023	Coimbatore, India	https://sites.google.com/psgitech.ac.in/ncet-eea2023/home
The 3rd International Conference on Electrical, Computer, Communications and Mechatronics Engineering	7/19/2023	Tenerife, Canary Islands, Spain	http://www.iceccme.com/2023/
27th Conference on Medical Image Understanding and Analysis 2023	7/19/2023	Aberdeen, United Kingdom	https://www.abdn.ac.uk/events/conferences/miua2023.php
Highlights of Logic, Games and Automata 2023	7/17/2023	Kassel, Germany	https://highlights-conference.org/2023
GrapHNR 2023	7/18/2023	Mainz, Germany	https://graphentechnologien.hypotheses.org/tagungen/graphentechnologien-2023
The 7th International Symposium on Materials for Energy Storage and Conversion	7/17/2023	Akyaka Mugla, Turkey	https://mesc-is.org
2nd International Conference on Computing, IoT and Data Analytics	7/20/2023	La Mancha, Spain	https://iccida.net
30th APDR Congress | 19-21 July 2023, University of Minho, Braga, Portugal	7/19/2023	Braga, Portugal	http://www.apdr.pt/congresso/2023
International Network of Energy transition & Renewable Generation	7/20/2023	Fez, Morocco	https://sites.google.com/view/inerg/
Second International Conference on Sustainable Nanotechnology and Nanomaterials	7/20/2023	Chandigarh, India	https://i-conn.in/
26th Annual Meeting of the Society for Interpersonal Theory and Research	7/20/2023	Evanston, Illinois, USA	https://sitarsociety.org/conference
Canadian Agricultural Economics Society and Western Agricultural Economics Association Joint Annual Meeting 2023	7/17/2023	Whistler Resort, Canada	https://caes-scae.ca/caes-annual-meeting-1/
6th World Journalism Education Congress	7/15/2023	Beijing, China	https://wjec.net/
International Conference on Emerging Technologies in Computing 2023 (iCETiC '23)	7/17/2023	Southend, UK	http://icetic23.theiaer.org
International Conference on Applied Intelligence and Sustainable Computing	7/16/2023	Dharwad, INDIA	https://icaisc.in/index.php
The 23rd COTA (Chinese Overseas Transportation Association) International Conference of Transportation Professionals (CICTP 2023)	7/13/2023	Beijing, China	https://cota-cictp2023.bjut.edu.cn/CICTP2023.html
2023 IEEE International Conference on Electronics, Computing and Communication Technologies (CONECCT)	7/14/2023	Bengaluru, India	https://ieee-conecct.org/
World Conference on Communication & ComputiWorld Conference on Communication and Computing World Conference on Communication & Computing 2023	7/14/2023	RAIPUR, INDIA	https://wconf.in/
Intelligent Methods, Systems, and Application	7/15/2023	GIZA, EGYPT	http://imsa.msa.edu.eg/
2023 International Conference on Advanced Unmanned Aerial Systems	7/13/2023	Toronto, Canada	http://www.icauas.org
2023 13th International Conference on Electronics Information and Emergency Communication	2/28/2023	BEIJING, CHINA	http://www.iceiec.org
AIS Educator Conference-2023	7/12/2023	Colorado Springs, USA	https://aiseducators.net/conferences/2023-colorado-springs/
RSS 2023 Workshop on Learning Dexterous Manipulation	7/14/2023	Daegu, Korea	https://learn-dex-hand.github.io/rss2023
Conference on Learning Theory 2023	7/12/2023	Bangalore, India	https://learningtheory.org/colt2023/
International Conference on Computing in Engineering and Technology July 14-15, 2023, Patna	7/14/2023	Patna, india	http://www.iccet2023.in/
2023 International Conference on Innovations in Engineering and Technology (ICIET)	10/5/2022	Ernakulam , India	http://ieee.icet.ac.in
International Conference in Mathematics and Mathematics Education 2023	7/14/2023	Peradeniya, Sri Lanka	http://www.pgis.pdn.ac.lk/icmme2023/
2023 8th International Conference on Automation, Control and Robotics Engineering	7/12/2023	Hong Kong, China	https://cacre.org/
4th International Conference on Data Science and Applications	7/13/2023	Jaipur, India	https://scrs.in/conference/icdsa23
RSS 2023 Workshop on Articulate Robots: Utilizing Language for Robot Learning	7/14/2023	Daegu, Republic of Korea	https://sites.google.com/andrew.cmu.edu/rss-2023-articulate-robots/home
RSS 2023 Workshop on Multi-Agent Planning and Navigation in Challenging Environments	7/10/2023	Daegu, South Korea	https://amrl.cs.utexas.edu/multi-agent-planning-workshop.html
Taking Mobile Manipulators into the Real World	7/14/2023	Daegu, Republic of Korea	https://jhavl.github.io/RealWorldManipulation/
Robotics: Science and Systems 2023	7/10/2023	Daegu, Republic of Korea	https://roboticsconference.org/
Cardiff University School of Engineering – Research Conference 2023	7/12/2023	Cardiff, UK	https://intranet.cardiff.ac.uk/staff/get-involved/events/view/2679987-school-of-engineering-research-conference
Fórum Interno do inED	7/13/2023	Porto, Portugal	http://forumined.ese.ipp.pt/inicio/
International Conference on Advances in Security and Computing	7/13/2023	Kasaragod, India	http://www.icasc.in
2023 IEEE International Conference on Multimedia and Expo	7/9/2023	Brisbane, Australia	https://2023.ieeeicme.org/
2023 IEEE International Conference on Multimedia and Expo Workshops	7/9/2023	Brisbane, Australia	http://2023.ieeeicme.org
15th International Green Energy Conference	7/10/2023	Glasgow, UK	https://www.iage-net.org/igec2023
XXVI Workshop on Dynamic Macroeconomics	7/11/2023	Vigo, Spain	https://workshop.webs.uvigo.es/
2th Workshop on Healthy Energy Efficiency & Intelligent Building Systems	7/10/2023	Paris, France	https://heibs-france.org/
Workshops of ISCC 2023	7/9/2023	Tunis, Tunisia	https://iscc2022-workshops.netsons.org
5th International Conference on Applied Engineering and Natural Sciences ICAENS 2023-FREE	7/10/2023	Konya, Turkey	https://www.icaens.com/
workshops of ISCC 2022	7/12/2023	Tunis, Tunisia	http://iscc2022-workshops.netsons.org
2023 Asia-Pacific Workshop on Advanced Semiconductor Devices (AWAD)	7/10/2023	Yokohama, Japan	https://www.ieice.org/es/sdm/jpn/awad2023/
National Conference on TVET for Undergraduate Students 2023	7/10/2023	Johor Bahru, Malaysia	https://pis687.wixsite.com/ncts-2023
Conférence Internationale sur les Sciences Appliquées et l'Innovation	7/10/2023	Sousse, Tunisia	https://www.conf-event.com/CISAI/CISAI.html
International Conference in Accounting and Finance Innovation 2023	7/10/2023	Aveiro, Portugal	http://icafi.pt/
Communities in Networks	7/10/2023	Vienna, Austria	https://hocinecherifi.wixsite.com/comnets2023
International conference on Recent Advances in Information Technology for Sustainable Development	6/11/2023	MANIPAL, INDIA	https://conference.manipal.edu/ICRAIS2023/
2nd Global Symposium of Sustainability and Governance	7/7/2023	Hammamet, Tunisia	https://www.gigs-initiative.ca/
RoboCup 2023 Soccer Small Size League	7/4/2023	Bordeaux, France	https://ssl.robocup.org/robocup-2023-qualification/
